windfield,geometry,sar_speed,sar_dir,dx,dy,ratio,style_css,lat,lon,u,v,safe_id,era5_speed
wind_10,POINT (71.39591522216797 19.712896728515624),5.4,117.84474383025857,-636.79,195.07,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.712896728515624,71.39591522216797,-4.7747690542562555,2.522217373367494,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.095099957815732
wind_59,POINT (71.24036712646485 18.908947372436522),5.3,136.14901345662798,-545.0,382.79,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.908947372436522,71.24036712646485,-3.671761464239082,3.822063284369958,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,5.960459640783812
wind_6,POINT (72.44137991200323 19.52871808591096),5.2,146.32285696377437,-471.29,470.57,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.52871808591096,72.44137991200323,-2.8834649607498637,4.327312077968006,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.497906741627643
wind_61,POINT (72.86257722274117 18.408584876682447),20.0,37.21928214450111,-303.01,-593.08,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.408584876682447,72.86257722274117,-12.097342846715971,-15.926528060095519,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,5.260136736154487
wind_62,POINT (72.6552341627038 18.44680416273034),4.2,127.93117562011916,-596.37,296.47,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.44680416273034,72.6552341627038,-3.312748844529112,2.5818007461984815,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.292895116430312
wind_63,POINT (72.44780127483865 18.484793687903363),5.7,136.73498405811506,-543.95,384.28,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.484793687903363,72.44780127483865,-3.9066309822104652,4.15069083031166,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.761403275968762
wind_65,POINT (71.82500318444293 18.597404264367142),5.9,131.85589788798293,-573.25,339.03,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.597404264367142,71.82500318444293,-4.3944697094103455,3.9368307016018553,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.899684381904219
wind_66,POINT (72.24028738270636 18.522559423032014),5.8,109.4438025167722,-658.87,97.17,0.94,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.522559423032014,72.24028738270636,-5.469216985458258,1.9307163349324217,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.015088068040719
wind_67,POINT (71.61723194951597 18.634478676837425),5.4,124.47160941883554,-611.42,264.05,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.634478676837425,71.61723194951597,-4.451796433215681,3.0563881489771783,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.637095808945684
wind_69,POINT (71.4093767249066 18.67132798899775),6.9,128.65164685849692,-590.39,308.22,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.67132798899775,71.4093767249066,-5.388608717174744,4.309628301047361,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.403057737419803
wind_7,POINT (72.02342409880265 19.603125580497412),6.3,133.48661130120357,-562.95,355.87,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.603125580497412,72.02342409880265,-4.570871783647324,4.335565838210362,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.484572931629817
wind_70,POINT (71.20152587890625 18.707935333251953),5.4,129.39366574424156,-586.07,316.36,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.707935333251953,71.20152587890625,-4.173140198862511,3.427083436486157,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.17608704318858
wind_71,POINT (72.03268989894701 18.560101898856786),7.2,178.04004323705388,-148.97,649.13,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.560101898856786,72.03268989894701,-0.24624739907345758,7.195787810827217,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.205618652782957
wind_74,POINT (72.82164479131283 18.20721991165825),5.8,24.37609432584264,-160.24,-646.44,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.20721991165825,72.82164479131283,-2.3938016757523175,-5.282964464878161,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,5.641008298416702
wind_75,POINT (72.61456683614979 18.245470909450365),4.4,139.21180505589138,-527.58,406.47,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.245470909450365,72.61456683614979,-2.8743643326672372,3.3313705412473156,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.567921991060329
wind_77,POINT (72.40739547066067 18.28349655814793),5.5,134.4557879514043,-558.78,362.38,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.28349655814793,72.40739547066067,-3.925850997499724,3.8519727342532453,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.026508981173325
wind_78,POINT (71.57788430918818 18.43335433628248),5.9,125.69745283284335,-605.77,276.76,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.43335433628248,71.57788430918818,-4.791445862745942,3.4426801397130693,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.859044569677308
wind_79,POINT (72.2001485409944 18.321301667586617),4.5,122.07106945113046,-622.69,236.26,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.321301667586617,72.2001485409944,-3.813255604062429,2.3893684726484694,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.251708461422242
wind_8,POINT (71.60511036748471 19.676556015014647),5.2,132.11254933641806,-570.35,343.88,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.676556015014647,71.60511036748471,-3.8575107037366525,3.4870634021418594,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.176552030306896
wind_80,POINT (71.37029073963994 18.470253538048787),6.3,128.07727836302232,-593.5,302.19,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.470253538048787,71.37029073963994,-4.959231835158238,3.8853596493958,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.621368652357154
wind_81,POINT (71.99281297766643 18.358886071910028),4.9,114.17868420924373,-648.7,150.81,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.358886071910028,71.99281297766643,-4.470135529363679,2.006959976960305,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.371941990830466
wind_82,POINT (71.78539110266644 18.396232687908668),4.8,129.88874317772633,-584.53,319.18,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.396232687908668,71.78539110266644,-3.682997576289639,3.078234697524645,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.015763684850624
wind_83,POINT (71.16270751953125 18.50691452026367),6.5,120.45638170739124,-627.75,222.44,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.50691452026367,71.16270751953125,-5.603099391248066,3.294734771084851,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.371020001271478
wind_84,POINT (71.74553680419922 18.195194078528363),7.0,123.95823037421955,-614.14,257.67,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.195194078528363,71.74553680419922,-5.806115095389181,3.910118604223392,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.95486293759272
wind_86,POINT (71.53827169667119 18.232366396033246),6.6,124.57911488943486,-611.07,264.86,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.232366396033246,71.53827169667119,-5.434065785330891,3.7457881734951526,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.9037789381155585
wind_87,POINT (72.98737235691237 17.967445373535156),20.0,22.17458570713651,-134.04,-652.37,0.74,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.967445373535156,72.98737235691237,-7.548601352938592,-18.52076179897613,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,4.458465541574908
wind_88,POINT (72.78061311141305 18.005963118179984),6.0,190.25790903117723,-8.76,665.94,0.94,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.005963118179984,72.78061311141305,1.0684762764747682,5.904096751122107,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,5.97539752234823
wind_89,POINT (72.57376463516898 18.044254302978516),6.2,127.1864341868841,-600.22,288.61,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.044254302978516,72.57376463516898,-4.939372881994154,3.7473451312390167,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.667609142238924
wind_9,POINT (72.23244589100713 19.56605030557384),8.5,162.42543935558072,-320.06,584.05,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,19.56605030557384,72.23244589100713,-2.5665464724138873,8.10326102288084,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.752020587632522
wind_91,POINT (72.36683024530825 18.08232017185377),4.4,120.97068146951509,-627.28,223.77,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.08232017185377,72.36683024530825,-3.772695238269377,2.264237319527168,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.048024731133149
wind_92,POINT (72.15981558094855 18.12016835420028),8.0,142.2419150460592,-504.48,434.8,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.12016835420028,72.15981558094855,-4.898630779250171,6.324825411707652,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.221140430167987
wind_93,POINT (71.33092001210089 18.269318787947945),6.1,122.61806972545982,-619.34,244.89,0.82,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.269318787947945,71.33092001210089,-5.137922881735613,3.2881223306528016,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.69969065115543
wind_94,POINT (71.12358093261719 18.306034088134766),6.7,120.0961514872386,-629.17,218.4,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.306034088134766,71.12358093261719,-5.796740201507129,3.359732584035684,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,6.576065705884934
wind_95,POINT (71.95272196894106 18.15779860123344),5.3,120.27488809184378,-629.45,217.6,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.15779860123344,71.95272196894106,-4.577167952462447,2.6719905566731943,S1A_IW_GRDH_1SDV_20250531T010322_20250531T010347_059431_07608E_B23F,7.212534264696286
wind_1,POINT (72.96180459727411 17.841892171350324),5.7,28.67308546391582,-209.73,-632.12,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.841892171350324,72.96180459727411,-2.7349250225091133,-5.0010184084097835,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,4.975653673869223
wind_10,POINT (71.92810115458802 18.03233295938243),6.5,119.91058855334148,-630.86,213.49,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.03233295938243,71.92810115458802,-5.634229971802983,3.241211598281875,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,7.0340032387961555
wind_11,POINT (71.09970528738839 18.180675506591797),6.9,123.22792544404965,-616.54,251.86,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,18.180675506591797,71.09970528738839,-5.771831623413661,3.780999829537425,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,6.683308938979497
wind_13,POINT (73.11664742416475 17.552223987460874),20.0,42.84830940378375,-360.59,-559.94,0.99,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,17.552223987460874,73.11664742416475,-13.601194259896603,-14.663134545674595,S1A_IW_GRDH_1SDV_20250531T010347_20250531T010402_059431_07608E_F405,4.686502545692599
